epoch,abdomen,eyeL,eyeR,forelegL,forelegR,head,hindlegL,hindlegR,loss,lr,midlegL,midlegR,proboscis,thorax,val_abdomen,val_eyeL,val_eyeR,val_forelegL,val_forelegR,val_head,val_hindlegL,val_hindlegR,val_loss,val_midlegL,val_midlegR,val_proboscis,val_thorax,val_wingL,val_wingR,wingL,wingR
16,9.690343722468242e-05,0.0001580069656483829,0.00016716243408154696,0.00020900860545225441,0.00019900464394595474,9.924206824507564e-05,0.0002060581318801269,0.00020667933858931065,0.00015795526269357651,1e-04,0.0002026659349212423,0.00020016712369397283,2.2206526409718208e-05,0.00011407244892325252,0.00010568377183517441,0.00016266365128103644,0.0001635825028643012,0.000236609106650576,0.00021428779291454703,0.00011070794425904751,0.0002290676929987967,0.00021835284132976085,0.00016962560766842216,0.00022606232960242778,0.00023685309861321002,1.7772759747458622e-05,0.00013749250501859933,0.00015072899986989796,0.0001648933975957334,0.00016842452168930322,0.00016177239012904465
17,9.435477841179818e-05,0.00015535252168774605,0.00016583508113399148,0.00020307103113736957,0.00019671964400913566,9.826171299209818e-05,0.00020375194435473531,0.0002013649936998263,0.0001542481768410653,1e-04,0.00019603024702519178,0.00018888834165409207,2.1579311578534544e-05,0.0001130642049247399,9.214360034093261e-05,0.0001537444768473506,0.00015349354362115264,0.0002454417117405683,0.00021866218594368547,0.00011529290350154042,0.00022467999951913953,0.00020994700025767088,0.00016315268294420093,0.00019712002540472895,0.00022951133723836392,1.990377131733112e-05,0.0001286541810259223,0.0001413381251040846,0.0001542051904834807,0.0001630236947676167,0.000158176408149302
18,9.14021220523864e-05,0.00014997606922406703,0.00015909523062873632,0.00019987195264548063,0.00019166438141837716,9.26758220884949e-05,0.00019514669838827103,0.0001958648645086214,0.00014925628784112632,1e-04,0.00018756410281639546,0.00018590719264466316,1.9534425518941134e-05,0.00010889676195802167,0.00010356600250815973,0.00015333763440139592,0.00016335795226041228,0.00023117127420846373,0.00020898037473671138,0.00011861434177262709,0.00021494869724847376,0.00020052265608683228,0.00016241130651906133,0.00021974417904857546,0.00021681607177015394,1.5906502085272223e-05,0.00013337464770302176,0.0001498021447332576,0.00014361570356413722,0.00015894130046945065,0.00015304704720620066
19,9.097185829887167e-05,0.00014345742238219827,0.00014800670032855123,0.0001855723821790889,0.00018137862207368016,9.036897972691804e-05,0.0001879058254417032,0.00018609981634654105,0.00014140972052700818,1e-04,0.00017919619858730584,0.0001712413359200582,1.828476888476871e-05,0.00010044474765891209,8.949827315518633e-05,0.00014989711053203791,0.00015739268565084785,0.00022881553741171956,0.00021389637549873441,0.00011629155051195994,0.0001996419596252963,0.00021308613941073418,0.0001568313455209136,0.00019105883256997913,0.00022037293820176274,1.7085032595787197e-05,0.00012495183909777552,0.00013746743206866086,0.00013618283264804631,0.00015017460100352764,0.00014663184992969036
20,8.76017875270918e-05,0.0001407710660714656,0.00014980572450440377,0.00018306328274775296,0.0001757318968884647,9.046617924468592e-05,0.00018109488883055747,0.00018034662934951484,0.00013835403660777956,1e-04,0.00016936339670792222,0.0001684301532804966,1.8418522813590243e-05,0.00010276195826008916,9.57740267040208e-05,0.00015294716286007315,0.00015737795911263674,0.00023609015624970198,0.00021424322039820254,0.00010117339115822688,0.00022522670042235404,0.00021368113812059164,0.00016497976321261376,0.0002109391789417714,0.00022023161000106484,1.9993702153442428e-05,0.00011907667067134753,0.00016526550462003797,0.00017769586702343076,0.00014883559197187424,0.00014026496501173824
21,8.418710785917938e-05,0.00013853717246092856,0.00014597138215322047,0.0001746549241943285,0.0001689264172455296,8.614223770564422e-05,0.00017319833568762988,0.00017780954658519477,0.0001344634365523234,1e-04,0.00016691666678525507,0.0001643534778850153,1.783675361366477e-05,9.929035149980336e-05,9.202845103573054e-05,0.00017075997311621904,0.00018566516519058496,0.0002196380082750693,0.00020933359337504953,0.00011558325059013441,0.0002111665962729603,0.00021327962167561054,0.00016362972382921726,0.00019939112826250494,0.0002071999479085207,1.473894008086063e-05,0.00013976161426398903,0.0001473264128435403,0.00016494379087816924,0.00014669315714854747,0.00013797113206237555
22,8.473035268252715e-05,0.00013469003897625953,0.00014005535922478884,0.000174244589288719,0.0001625517470529303,8.709391840966418e-05,0.00017092224152293056,0.00017415818001609296,0.00013144761032890528,1e-04,0.00016361639427486807,0.00015913834795355797,1.5930474546621554e-05,9.726540156407282e-05,0.00010474106238689274,0.00015229724522214383,0.00017391666187904775,0.0002155424008378759,0.0002163571771234274,0.00011367585102561861,0.00019831750250887126,0.00020650029182434082,0.00016310071805492043,0.00020178365230094641,0.00023239001166075468,1.6668718672008254e-05,0.00013965947437100112,0.00015701026131864637,0.0001545496197650209,0.00013918337936047465,0.0001366846263408661
23,8.43300367705524e-05,0.00012979278108105063,0.00013701834541279823,0.00016224451246671379,0.00015986739890649915,8.586924377596006e-05,0.0001634386135265231,0.00017270183889195323,0.00012779177632182837,1e-04,0.00015808931493666023,0.0001524059334769845,1.6494455849169753e-05,9.756450890563428e-05,0.00010098444181494415,0.00016760299331508577,0.00017480493988841772,0.00021698216733057052,0.00020841587684117258,0.00011712573177646846,0.00022553977032657713,0.00021912044030614197,0.00016798876458778977,0.00021197320893406868,0.00022368694772012532,1.8430091586196795e-05,0.0001482039806433022,0.0001563019905006513,0.00016267021419480443,0.00013846380170434713,0.00013080395001452416
24,8.564441668568179e-05,0.00013162694813217968,0.0001364119234494865,0.00015989452367648482,0.00015491318481508642,9.0016947069671e-05,0.00016247980238404125,0.000165891571668908,0.00012684977264143527,1e-04,0.00015534083649981767,0.00015047239139676094,1.700677239568904e-05,9.806990419747308e-05,9.291331662097946e-05,0.00013636458606924862,0.00015880654973443598,0.00020754634169861674,0.00019602089014369994,0.00010867930541280657,0.00020992518693674356,0.00020755035802721977,0.00015276088379323483,0.00018267944687977433,0.00021573812409769744,1.3982526979816612e-05,0.00011983137665083632,0.00014822103548794985,0.00014039366215001792,0.00013624555140268058,0.00013188070442993194
25,8.369642455363646e-05,0.00012712646275758743,0.00013243839202914387,0.00015709978470113128,0.0001509003050159663,8.53406818350777e-05,0.0001610305334907025,0.00016242999117821455,0.00012360606342554092,1e-04,0.00015317938232328743,0.00014140503481030464,1.6379783119191416e-05,9.684167889645323e-05,9.93690628092736e-05,0.00015077870921231806,0.00017453578766435385,0.00022117095068097115,0.0002097471442539245,0.00011643439211184159,0.00021884730085730553,0.0002133303351001814,0.00016422786575276405,0.00019980850629508495,0.00022370911028701812,2.0210063667036593e-05,0.0001380144531140104,0.00016073677397798747,0.00015249779971782118,0.00013494177255779505,0.0001276760158361867
26,8.219073788495734e-05,0.0001239991106558591,0.00013023252540733665,0.00015495542902499437,0.0001543326216051355,8.504051947966218e-05,0.0001553786132717505,0.00015510301454924047,0.00012206329847685993,1e-04,0.00015150832768995315,0.0001467406691517681,1.4495954019366764e-05,9.591040725354105e-05,8.808793791104108e-05,0.0001407992240274325,0.00015270717267412692,0.00020742164633702487,0.0001995797938434407,0.00010215109796263278,0.0002080467384075746,0.00020510645117610693,0.0001513057795818895,0.00018615374574437737,0.00020851529552601278,1.42475828397437e-05,0.00012534936831798404,0.00013617218064609915,0.00014394255413208157,0.00013294561358634382,0.00012605098891071975
27,7.897111936472356e-05,0.00011447214637883008,0.00012096436694264412,0.0001448507100576535,0.0001412685087416321,7.948510756250471e-05,0.0001475200551794842,0.0001518858189228922,0.00011460180394351482,1e-04,0.00014063389971852303,0.00013276506797410548,1.4493862181552686e-05,8.772603905526921e-05,0.00010151944297831506,0.00017043227853719145,0.0001649798359721899,0.00021700382058043033,0.00020311765547376126,0.00010950895375572145,0.00020589014457073063,0.00020855640468653291,0.0001601719413883984,0.00019710329070221633,0.00021732535969931632,1.5143551536311861e-05,0.0001264416059711948,0.00016086225514300168,0.000144522447953932,0.00012864246673416346,0.0001207464374601841
28,8.229914237745106e-05,0.0001161221953225322,0.00011969020852120593,0.00014171695511322469,0.0001367287477478385,8.341039210790768e-05,0.0001526267733424902,0.00014931695477571338,0.00011540439300006256,1e-04,0.00014343879593070596,0.00013584017870016396,1.374628391204169e-05,9.177746687782928e-05,0.00011651376553345472,0.0001685966708464548,0.00017851141456048936,0.0002386937412666157,0.00021445585298351943,0.0001275925460504368,0.00021345139248296618,0.00021577636653091758,0.0001755304983817041,0.00021479290444403887,0.00022729867487214506,1.562120087328367e-05,0.00016611845057923347,0.00017499292152933776,0.0001850105036282912,0.00012835055531468242,0.00012059664004482329
29,7.760151493130252e-05,0.00010976554767694324,0.00011482628178782761,0.00014330630074255168,0.00013622383994515985,7.910305430414155e-05,0.00014246327918954194,0.00014949421165511012,0.00011159975838381797,1e-04,0.0001354345731670037,0.00013073316949885339,1.3401987416727934e-05,9.098464215639979e-05,9.029418288264424e-05,0.00015019183047115803,0.00016444818174932152,0.00022468976385425776,0.00019627588335424662,0.00010229348845314234,0.0002142083685612306,0.00020810679416172206,0.0001559532101964578,0.00019827025244012475,0.00019706282182596624,1.6604704796918668e-05,0.0001256009127246216,0.00014408549759536982,0.00015121288015507162,0.00012250595318619162,0.00011655332491500303
30,7.701450522290543e-05,0.00010626815492287278,0.00011180971341673285,0.00013952110020909458,0.0001352152758045122,8.127916953526437e-05,0.0001430814591003582,0.00015108275692909956,0.00011115175584563985,1e-04,0.00013430175022222102,0.00013348975335247815,1.5941264791763388e-05,8.545171294827014e-05,8.10855781310238e-05,0.00014402627130039036,0.0001617138332221657,0.00021748675499111414,0.00020095276704523712,9.404990123584867e-05,0.00021288057905621827,0.00018889745115302503,0.00015452795196324587,0.0001964621915249154,0.00021561022731475532,1.8530345187173225e-05,0.0001222554565174505,0.00014879736409056932,0.00016064218652900308,0.00012326083378866315,0.0001184068969450891
31,7.513751916121691e-05,0.00010279279376845807,0.00011092117347288877,0.0001349370286334306,0.00013489231059793383,7.596960494993255e-05,0.000141388809424825,0.0001401623012498021,0.00010718961857492104,1e-04,0.0001330317318206653,0.00012985602370463312,1.4402909982891288e-05,8.567953045712784e-05,7.553771138191223e-05,0.00012051342491758987,0.00012972568219993263,0.00019471261475700885,0.00019237764354329556,7.696165994275361e-05,0.0001948450953932479,0.0002208393852924928,0.00014184419705998152,0.00020166949252597988,0.00020477003999985754,1.605267243576236e-05,9.983201744034886e-05,0.00012697835336439312,0.00013100264186505228,0.00011405407713027671,0.00010742896847659722
32,7.718210690654814e-05,0.00010326805931981653,0.00010812602704390883,0.00013052861322648823,0.00013498580665327609,7.973483297973871e-05,0.00013644143473356962,0.00013887147360946983,0.00010628456948325038,1e-04,0.00012939859880134463,0.00012723631516564637,1.4051207472220995e-05,8.507112215738744e-05,9.626922837924212e-05,0.0001502485974924639,0.00014626499614678323,0.00021043415472377092,0.00019031608826480806,9.572220005793497e-05,0.0002009579329751432,0.00021110342640895396,0.00014942976122256368,0.00018721868400461972,0.00020446963026188314,1.2991858966415748e-05,0.00012063545727869496,0.0001269034983124584,0.00013848119124304503,0.00011306742089800537,0.00011002040992025286
33,7.020919292699546e-05,9.570397378411144e-05,0.00010249845217913389,0.00012324612180236727,0.00012044276809319854,7.268303306773305e-05,0.00013093219604343176,0.0001315770932706073,0.00010011735139414668,1e-04,0.00012437747500371188,0.0001189538961625658,1.18591005957569e-05,7.885514060035348e-05,7.991545862751082e-05,0.00013493730511981994,0.00013723428128287196,0.00019657518714666367,0.00019024168432224542,9.315999341197312e-05,0.00019430559768807143,0.0002086317108478397,0.00014630708028562367,0.00020034174667671323,0.00022593079484067857,1.4933834791008849e-05,9.787998715182766e-05,0.0001398861058987677,0.00013432593550533056,0.00011414249456720427,0.00010616216604830697
34,7.287511834874749e-05,9.39185920287855e-05,9.903324826154858e-05,0.00011957300011999905,0.00011783748777816072,7.463639485649765e-05,0.0001300654112128541,0.00012939941370859742,9.862274600891396e-05,1e-04,0.00012393099314067513,0.00011324581282678992,1.2304789379413705e-05,7.895363523857668e-05,8.43025918584317e-05,0.00014067407755646855,0.00015794388309586793,0.00021464342717081308,0.00020076056534890085,9.41280959523283e-05,0.00020725456124637276,0.00021691057190764695,0.00015298112703021616,0.00019300890562590212,0.0002028723683906719,1.881912066892255e-05,0.00011564594751689583,0.00014528550673276186,0.0001494856842327863,0.000111169480078388,0.00010377474245615304
35,6.745720020262524e-05,9.029281500261277e-05,9.718137152958661e-05,0.00011406416888348758,0.00011404816905269399,7.063732482492924e-05,0.00012332086043898016,0.0001218857360072434,9.358178067486733e-05,1e-04,0.00011701734183588997,0.00011220062151551247,1.0798145922308322e-05,7.531746086897328e-05,9.876490366877988e-05,0.00015716209600213915,0.00016093607700895518,0.00020298112940508872,0.00020949036115780473,0.00011068020103266463,0.00020644449978135526,0.0002055563818430528,0.00015721366798970848,0.00019345059990882874,0.00020343072537798434,1.538360993436072e-05,0.00013106530241202563,0.0001523120590718463,0.000153333880007267,0.0001003942743409425,9.552970732329413e-05
36,6.97601426509209e-05,8.547266043024138e-05,9.049699292518198e-05,0.0001191344199469313,0.00011026118590962142,7.044895755825564e-05,0.00011628068750724196,0.00011744490620912984,9.095927816815674e-05,1e-04,0.00011207086208742112,0.00010369434312451631,1.0828033737197984e-05,7.320842269109562e-05,0.00010615781502565369,0.00015542912296950817,0.00015088400687091053,0.00021038379054516554,0.00018475751858204603,0.00010483019286766648,0.0002184066252084449,0.00022083453950472176,0.0001599342649569735,0.0002049650502158329,0.0002193963446188718,1.679487104411237e-05,0.00012754886120092124,0.000161324322107248,0.00015736652130726725,9.982569463318214e-05,9.450178913539276e-05
37,6.153868162073195e-05,7.869875116739422e-05,8.131422509904951e-05,0.00010180414392380044,0.0001002327844616957,6.472871609730646e-05,0.00010839762398973107,0.0001053821761161089,8.221749885706231e-05,5e-05,0.00010488462430657819,9.696935012470931e-05,9.808286449697334e-06,6.673527968814597e-05,9.896599658532068e-05,0.00014934463251847774,0.00014308856043498963,0.00020251436217222363,0.00020074758504051715,9.755960491020232e-05,0.0002063034917227924,0.00021844235016033053,0.00015227023686747998,0.00019296894606668502,0.0002085024316329509,1.3267084796098061e-05,0.00011655766138574108,0.00014634610852226615,0.00013717456022277474,8.862510730978101e-05,8.192589302780107e-05
38,5.823283936479129e-05,7.331923552555963e-05,7.789716619299725e-05,9.561855404172093e-05,9.535355638945475e-05,6.16301767877303e-05,9.917435090756044e-05,0.00010392869444331154,7.78817557147704e-05,5e-05,9.55212744884193e-05,9.503418550593778e-05,9.70616292761406e-06,6.193748413352296e-05,8.584935130784288e-05,0.0001346385251963511,0.0001435028825653717,0.00020801476784981787,0.0001891292486106977,8.908119343686849e-05,0.00018808862660080194,0.00020434243197087198,0.00014464807463809848,0.00018201929924543947,0.00019785707991104573,1.36382022901671e-05,0.00010978854697896168,0.00013969154679216444,0.0001394317951053381,8.482032717438415e-05,7.81708222348243e-05
39,5.796990080852993e-05,6.831554492237046e-05,7.409099634969607e-05,9.436409163754433e-05,9.220299398293719e-05,5.865463026566431e-05,0.0001000385673251003,9.973673877539113e-05,7.577144424431026e-05,5e-05,9.545403008814901e-05,9.253121970687062e-05,1.0487830877536908e-05,5.798742495244369e-05,7.314867252716795e-05,0.00011494122009025887,0.00012658162449952215,0.00018472818192094564,0.00018455833196640015,8.088849426712841e-05,0.00018494544201530516,0.0001906018005684018,0.00013225972361396998,0.00018135322898160666,0.00018734674085862935,1.307738602918107e-05,9.710637823445722e-05,0.00011866552085848525,0.00011369301500963047,8.217796857934445e-05,7.678823749301955e-05
40,5.2572919230442494e-05,6.460902659455314e-05,6.799076072638854e-05,8.483140118187293e-05,8.824756514513865e-05,5.3619285608874634e-05,9.264975233236328e-05,9.093515109270811e-05,6.998910248512402e-05,5e-05,8.852729661157355e-05,8.604637696407735e-05,1.0093021046486683e-05,5.580443030339666e-05,8.314524166053161e-05,0.00014161429135128856,0.00015713120228610933,0.0001949450233951211,0.00019105181854683906,9.201362263411283e-05,0.00019237599917687476,0.0002157739654649049,0.00014676962746307254,0.00018211368296761066,0.00020369570120237768,1.5597206584061496e-05,0.00010913397272815928,0.00013611592294182628,0.00014006665151100606,7.452280260622501e-05,6.93981783115305e-05
41,5.988077100482769e-05,6.838038825662807e-05,6.790653424104676e-05,8.953685755841434e-05,9.168823453364894e-05,5.8884175814455375e-05,9.53348571783863e-05,9.773926285561174e-05,7.495281170122325e-05,5e-05,9.617843170417473e-05,9.190406126435846e-05,8.66673781274585e-06,6.172889698063955e-05,6.941302126506343e-05,0.00012490633525885642,0.00013550165749620646,0.0001959288929356262,0.00018334208289161325,7.095794717315584e-05,0.00018053376697935164,0.00017505887080915272,0.00013099789794068784,0.00017845538968686014,0.00017790110723581165,1.3369795851758681e-05,0.00010103178647113964,0.00011185218318132684,0.00011571758659556508,8.133421943057328e-05,8.017558138817549e-05
42,5.645334022119641e-05,6.67661297484301e-05,7.168758020270616e-05,9.374293586006388e-05,9.258373029297218e-05,5.858786607859656e-05,9.300687088398263e-05,9.618433978175744e-05,7.401478796964511e-05,5e-05,9.20082675293088e-05,9.107743971981108e-05,1.026089012157172e-05,6.00766325078439e-05,8.624356269137934e-05,0.0001218911784235388,0.0001426467060809955,0.00020062328258063644,0.00018271665612701327,8.716279990039766e-05,0.00019158846407663077,0.0001995729107875377,0.00014126634050626308,0.00017408534768037498,0.000199954942218028,1.39174226205796e-05,0.00010954182653222233,0.0001308297214563936,0.0001369539968436584,8.029997843550518e-05,7.34717832528986e-05
