,Landmark,Error (mm)
126,thorax,0.06281544480684197
127,thorax,0.03904340159078553
128,thorax,0.024828889480423694
129,thorax,0.05524545263503653
130,thorax,0.030775409419925816
131,thorax,0.08701651772169997
132,thorax,0.02331867689799727
133,thorax,0.021625080457569418
134,thorax,0.043943583349867296
135,thorax,0.020450097889501636
136,thorax,0.03193238955720844
137,thorax,0.01058538211152192
138,thorax,
139,thorax,0.028287039645256536
140,abdomen,0.009821846033257942
141,abdomen,0.02079551840452408
142,abdomen,0.01944719298324204
143,abdomen,0.02248796215219393
144,abdomen,0.0703628377046255
145,abdomen,0.015612180755654674
146,abdomen,0.0115629935914073
147,abdomen,0.055766348676619205
148,abdomen,0.02378709804360204
149,abdomen,0.029405078881182458
150,abdomen,0.034721753281720065
151,abdomen,0.014398418283755826
152,abdomen,0.006638270823835308
153,abdomen,0.09521794887768611
154,abdomen,0.05888002745884297
155,abdomen,0.01907111667847692
156,abdomen,0.020062820621043403
157,abdomen,0.03988359150531141
158,abdomen,0.07805415130195344
159,abdomen,0.028302373634151546
160,abdomen,0.03792335811274767
161,abdomen,0.09484926417623073
162,abdomen,0.015444496163081347
163,abdomen,0.026304136853028015
164,abdomen,0.023514968551365548
165,abdomen,0.04429804798346796
166,abdomen,0.030766874536301093
167,abdomen,0.017978338869598327
168,abdomen,0.006940248942816925
169,abdomen,0.05658568825770879
170,abdomen,0.11516757443746331
171,abdomen,0.043593719204740686
172,abdomen,0.03462229469098132
173,abdomen,
174,abdomen,0.012100406787297315
175,forelegL,0.047787922982247245
176,forelegL,0.04431580311031511
177,forelegL,0.059092977383567044
178,forelegL,0.0388419622990669
179,forelegL,0.03879270408008035
180,forelegL,0.057835330989494886
181,forelegL,0.0376496729263679
182,forelegL,0.02193128424032271
183,forelegL,0.05867452188232468
184,forelegL,
185,forelegL,0.40600975136710765
186,forelegL,0.07950015201684676
187,forelegL,0.02092084324768138
188,forelegL,
189,forelegL,0.06472151294573356
190,forelegL,0.4496711740405584
191,forelegL,0.019271607407464822
192,forelegL,0.11754770698094043
193,forelegL,0.049231583583297336
194,forelegL,
195,forelegL,0.016961778467204165
196,forelegL,
197,forelegL,
198,forelegL,0.0550924982141067
199,forelegL,0.8057360607995699
200,forelegL,
201,forelegL,0.0626799918538686
202,forelegL,
203,forelegL,0.04366863915355269
204,forelegL,0.03692977774778818
205,forelegL,
206,forelegL,0.039452546546475106
207,forelegL,
208,forelegL,
209,forelegL,0.020756981205697925
210,forelegR,0.015405383756184214
211,forelegR,0.03340517168678174
212,forelegR,0.032665240990157586
213,forelegR,0.10249818334885132
214,forelegR,
215,forelegR,
216,forelegR,0.029379513235997332
217,forelegR,0.056809743879966665
218,forelegR,0.06207959624497857
219,forelegR,0.02467661212150064
220,forelegR,
221,forelegR,0.02378330601119339
222,forelegR,0.04769677539173227
223,forelegR,0.33640526739934334
224,forelegR,0.3047104751813556
225,forelegR,0.02373466293520409
226,forelegR,
227,forelegR,
228,forelegR,0.07221930421126783
229,forelegR,
230,forelegR,0.39294972283206675
231,forelegR,
232,forelegR,
233,forelegR,0.05083797723595244
234,forelegR,
235,forelegR,
236,forelegR,0.024952480540442336
237,forelegR,0.12245340126730968
238,forelegR,0.017912803603449066
239,forelegR,1.0027965325977253
240,forelegR,
241,forelegR,0.07293081915915503
242,forelegR,0.02112048217294388
243,forelegR,
244,forelegR,0.030060002220325337
245,midlegL,0.017945461656593647
246,midlegL,0.054020961099367604
247,midlegL,0.022988363446440226
248,midlegL,
249,midlegL,1.906303388632429
250,midlegL,0.04680721911947832
251,midlegL,0.017883076440405384
252,midlegL,0.012883879758787615
253,midlegL,0.018007848840218027
254,midlegL,0.027221519224373273
255,midlegL,1.0247261064248727
256,midlegL,0.08543320493206434
257,midlegL,0.3337925443266407
258,midlegL,0.0064912516526758925
259,midlegL,0.02178296423517339
260,midlegL,0.028753648785453303
261,midlegL,0.2993169109920653
262,midlegL,
263,midlegL,
264,midlegL,0.1450032892563876
265,midlegL,0.4919620713719737
266,midlegL,0.03405393988982382
267,midlegL,
268,midlegL,0.06879519308696563
269,midlegL,
270,midlegL,
271,midlegL,0.04858949216550417
272,midlegL,
273,midlegL,0.02560120678440317
274,midlegL,0.10020468553003374
275,midlegL,0.012978413628047577
276,midlegL,0.045732990942211144
277,midlegL,
278,midlegL,
279,midlegL,0.025923251448516395
280,midlegR,0.014240819737777766
281,midlegR,0.037809904395675005
282,midlegR,0.04001523384799153
283,midlegR,0.20612146291824468
284,midlegR,0.02589442444742925
285,midlegR,
286,midlegR,0.0337598833020061
287,midlegR,0.08369815423940805
288,midlegR,0.04336924030275383
289,midlegR,0.015476506753771335
290,midlegR,0.06258711624052164
291,midlegR,0.057555086270986065
292,midlegR,
293,midlegR,
294,midlegR,
295,midlegR,0.027025234765375546
296,midlegR,
297,midlegR,
298,midlegR,0.04376734244126145
299,midlegR,0.09272031752378483
300,midlegR,2.6413180627765787
301,midlegR,
302,midlegR,
303,midlegR,
304,midlegR,1.9349007277633055
305,midlegR,
306,midlegR,0.01986248171879919
307,midlegR,1.4970771343665432
308,midlegR,0.025461717189374535
309,midlegR,2.0585012659669983
310,midlegR,
311,midlegR,0.03308228283459961
312,midlegR,0.045253989051643115
313,midlegR,
314,midlegR,0.030740571986863207
315,hindlegL,
316,hindlegL,0.03090859583412391
317,hindlegL,0.024636186888915
318,hindlegL,
319,hindlegL,
320,hindlegL,0.04550010829158224
321,hindlegL,0.029407932822908222
322,hindlegL,0.03759440799533083
323,hindlegL,0.026926523987379995
324,hindlegL,0.018944877023191902
325,hindlegL,0.059069330674081
326,hindlegL,0.04891355214161067
327,hindlegL,
328,hindlegL,
329,hindlegL,0.01709450270434916
330,hindlegL,0.05787305142793172
331,hindlegL,1.7606493934936973
332,hindlegL,
333,hindlegL,0.025095567124897217
334,hindlegL,0.04628622870221734
335,hindlegL,0.5012503245617791
336,hindlegL,
337,hindlegL,
338,hindlegL,
339,hindlegL,0.015194415030482663
340,hindlegL,
341,hindlegL,
342,hindlegL,
343,hindlegL,0.043770855448932784
344,hindlegL,
345,hindlegL,0.4214568014132924
346,hindlegL,
347,hindlegL,0.0275426052277932
348,hindlegL,
349,hindlegL,0.0631081752178777
350,hindlegR,0.02729217574671813
351,hindlegR,0.023196453510462976
352,hindlegR,0.05312137423930712
353,hindlegR,0.016540519411184205
354,hindlegR,0.03505686383998069
355,hindlegR,0.008148094262445825
356,hindlegR,0.05441326341142079
357,hindlegR,0.01604501692097373
358,hindlegR,0.010654099565067904
359,hindlegR,0.04295459003702527
360,hindlegR,0.03355109363753402
361,hindlegR,0.032446830513275515
362,hindlegR,0.03524340750340861
363,hindlegR,0.050872431584141384
364,hindlegR,0.023926948817451058
365,hindlegR,0.017233654291258876
366,hindlegR,1.902143401863831
367,hindlegR,0.03303153579099401
368,hindlegR,0.04914314732863044
369,hindlegR,0.06736894256639786
370,hindlegR,2.4086951767159195
371,hindlegR,
372,hindlegR,
373,hindlegR,
374,hindlegR,0.056855673441375376
375,hindlegR,
376,hindlegR,0.036601044111663955
377,hindlegR,0.030561160340624654
378,hindlegR,0.052110966491989257
379,hindlegR,
380,hindlegR,
381,hindlegR,0.00989786866081643
382,hindlegR,0.013456833846965072
383,hindlegR,
384,hindlegR,0.04332026439038373
385,wingL,0.01981515536720605
386,wingL,0.023756309127872396
387,wingL,0.022065617057862374
388,wingL,0.056594355178612374
389,wingL,0.08659434089895973
390,wingL,0.019831215063829375
391,wingL,0.019313661613240465
392,wingL,0.1496393974135182
393,wingL,0.04218939794403811
394,wingL,0.016934167336812706
395,wingL,0.1365203563409934
396,wingL,0.027538019285401078
397,wingL,0.044590393743046186
398,wingL,0.020652897192827948
399,wingL,0.028985909786533478
400,wingL,0.05443671748577327
401,wingL,0.019877492523323884
402,wingL,0.02649977096408246
403,wingL,0.04413145785478935
404,wingL,0.03679638936079275
405,wingL,0.015892023754279814
406,wingL,0.04230080969832743
407,wingL,0.056604726877567305
408,wingL,0.03855864876912943
409,wingL,0.12542321366415266
410,wingL,0.014873359031242829
411,wingL,0.05617741417633684
412,wingL,0.03808510063133414
413,wingL,0.024485718032819737
414,wingL,0.028806463384417315
415,wingL,0.05477083418024199
416,wingL,0.039528021643835
417,wingL,0.05836219947228656
418,wingL,
419,wingL,0.016521017812711945
420,wingR,0.033814407121019546
421,wingR,0.07464210761250424
422,wingR,0.022300458734680263
423,wingR,0.13061800258926165
424,wingR,0.01840983343633728
425,wingR,0.016362403447550192
426,wingR,0.03185108267337227
427,wingR,
428,wingR,0.013533093329952988
429,wingR,0.019611360108731078
430,wingR,0.09947095157005
431,wingR,0.029683785823523736
432,wingR,0.07145250154266229
433,wingR,0.060491010693922355
434,wingR,0.043008290276898425
435,wingR,0.05304076359531063
436,wingR,0.02000817938566932
437,wingR,0.05491073868096788
438,wingR,0.040770531579976906
439,wingR,0.023676810189611257
440,wingR,0.014393106731022644
441,wingR,0.051214152343588996
442,wingR,0.012612453358271491
443,wingR,0.041454663377889195
444,wingR,0.045580791320564105
445,wingR,0.01483197597535297
446,wingR,0.05428243605077789
447,wingR,0.021912473738667906
448,wingR,0.018885399849635935
449,wingR,0.05953590127391605
450,wingR,0.054057556629155734
451,wingR,0.004453723625310065
452,wingR,0.03418339971759156
453,wingR,
454,wingR,0.034291383879923545
455,proboscis,
456,proboscis,
457,proboscis,
458,proboscis,
459,proboscis,
460,proboscis,
461,proboscis,
462,proboscis,
463,proboscis,
464,proboscis,
465,proboscis,
466,proboscis,
467,proboscis,
468,proboscis,
469,proboscis,
470,proboscis,
471,proboscis,
472,proboscis,
473,proboscis,
474,proboscis,
475,proboscis,
476,proboscis,
477,proboscis,
478,proboscis,
479,proboscis,
480,proboscis,
481,proboscis,
482,proboscis,
483,proboscis,
484,proboscis,
485,proboscis,
486,proboscis,
487,proboscis,
488,proboscis,
489,proboscis,0.017341915747778495
