,Landmark,Error (mm)
546,thorax,0.1798533168175027
547,thorax,0.012945088035001147
548,thorax,0.06700828907423177
549,thorax,0.027165870192768105
550,thorax,0.032351499414217146
551,thorax,0.02372092867623413
552,thorax,0.020320680071570545
553,thorax,0.045115352660017656
554,thorax,0.0897235378100505
555,thorax,0.015795014534628758
556,thorax,0.04535517864926063
557,thorax,0.017015752265927563
558,thorax,0.037991228317735534
559,thorax,0.06711854701578483
560,thorax,0.058764715249721634
561,thorax,0.04883685493804547
562,thorax,0.03490703877823845
563,thorax,0.06158701104294172
564,thorax,0.020681475727574474
565,thorax,0.07838695495516493
566,thorax,0.0730984640478315
567,thorax,0.019227823501511802
568,thorax,0.02328247197623817
569,thorax,0.0358350248242522
570,thorax,0.0978905186721703
571,thorax,0.030640226728818918
572,thorax,0.020796378287027673
573,thorax,0.08022352079158213
574,thorax,0.06896068801915158
575,thorax,0.024379718795264647
576,thorax,0.07218247246721331
577,thorax,0.0022167409872274994
578,thorax,0.0201512521672374
579,thorax,0.018512471693497134
580,thorax,0.03301901082753319
581,thorax,0.007427949953515042
582,thorax,0.020981096698394888
583,thorax,0.020522725636826993
584,thorax,0.014280810248830123
585,thorax,0.020315251896237698
586,thorax,0.04269661572530625
587,thorax,0.019561555258915085
588,thorax,0.013018818465449847
589,thorax,0.04402989142287972
590,thorax,0.022673806773638137
591,thorax,0.03151638262910966
592,thorax,0.005819583079667832
593,thorax,0.09242560825522808
594,thorax,0.07882991047479078
595,thorax,0.04072986029202673
596,thorax,0.03136145753498745
597,thorax,0.05359499792043388
598,thorax,0.031053425568271172
599,thorax,0.05919604299801164
600,thorax,0.04135116622534368
601,thorax,0.046480702467682114
602,thorax,0.06710640920787159
603,thorax,0.05146992458917716
604,thorax,0.04920242962751227
605,thorax,0.056994143174236574
606,thorax,0.03747165980639001
607,thorax,0.03166091689354119
608,thorax,0.021671993178609444
609,thorax,0.03762437238243965
610,thorax,0.02553495673193818
611,thorax,0.06539125067972613
612,thorax,0.03697898841556355
613,thorax,0.03669098335731179
614,thorax,0.014336737487354919
615,thorax,0.051494394022284166
616,thorax,0.04212465880341191
617,thorax,0.03227929028030342
618,thorax,0.04545493965256916
619,thorax,0.02997832096924408
620,thorax,0.03844553308806152
621,thorax,0.023997129821639544
622,thorax,0.003549771996712957
623,thorax,0.019816376276390598
624,thorax,0.014130671554563894
625,thorax,0.015013610608852916
626,thorax,0.02625030371898526
627,thorax,0.025439130163606053
628,abdomen,0.03200707099705238
629,abdomen,0.03067951185732635
630,abdomen,0.038607060075260616
631,abdomen,0.034701540852672276
632,abdomen,0.027147335157129266
633,abdomen,0.002353431267917584
634,abdomen,0.05760983895501843
635,abdomen,0.03178829141020132
636,abdomen,0.03617358267313607
637,abdomen,0.10718614609710654
638,abdomen,0.04535868023641696
639,abdomen,0.026567683333836727
640,abdomen,0.01743362938800559
641,abdomen,0.010699208004154895
642,abdomen,0.034102239388414564
643,abdomen,0.052431351920691
644,abdomen,0.038626469895308484
645,abdomen,0.062243940352153616
646,abdomen,0.01727379431146558
647,abdomen,0.06405446374790989
648,abdomen,0.028809304171141772
649,abdomen,0.012418006789655194
650,abdomen,0.059586809185886984
651,abdomen,0.035534601622648314
652,abdomen,0.009230299470822483
653,abdomen,0.016884309131526432
654,abdomen,0.022876863228323323
655,abdomen,0.024811597642258557
656,abdomen,0.040530601139270775
657,abdomen,0.03602566081489572
658,abdomen,0.06836262105391477
659,abdomen,0.06379351495019683
660,abdomen,0.01587004878913719
661,abdomen,0.013668589415220726
662,abdomen,0.03871596106595043
663,abdomen,0.03325078144919091
664,abdomen,0.06496722845082792
665,abdomen,0.02708391635279142
666,abdomen,0.042637485064117076
667,abdomen,0.02326970835037849
668,abdomen,0.0455927970280083
669,abdomen,0.020079894231154524
670,abdomen,0.02583169395802522
671,abdomen,0.029243295698015474
672,abdomen,0.018176380356729475
673,abdomen,0.021763011716152667
674,abdomen,0.07483993179281924
675,abdomen,0.07327540290439322
676,abdomen,0.057513910644153135
677,abdomen,0.03357305976238812
678,abdomen,0.05009183719839639
679,abdomen,0.047965530608502255
680,abdomen,0.0306349826694771
681,abdomen,0.019229546263508746
682,abdomen,0.010977739609567026
683,abdomen,0.03940744420888253
684,abdomen,0.022253109931088012
685,abdomen,0.0170144325197606
686,abdomen,0.03464492745008839
687,abdomen,0.053539489033337995
688,abdomen,0.10233571087692733
689,abdomen,0.06380499667076728
690,abdomen,0.010891033076212815
691,abdomen,0.013434920798494685
692,abdomen,0.0455894310181823
693,abdomen,0.026117543280393087
694,abdomen,0.021103129753101347
695,abdomen,0.016371138427286283
696,abdomen,0.031775561015674685
697,abdomen,0.016060496917044757
698,abdomen,0.03168298283353483
699,abdomen,0.04324972190117256
700,abdomen,0.07805795713914027
701,abdomen,0.021712694366408124
702,abdomen,0.034735078657932086
703,abdomen,0.01807556630663678
704,abdomen,0.0067017537171081745
705,abdomen,0.0510409363558888
706,abdomen,0.022154108552213805
707,abdomen,0.01628880807652511
708,abdomen,0.05670339749667137
709,abdomen,0.011199329953513904
710,abdomen,0.03211408515912321
711,abdomen,0.0475567461742493
712,abdomen,0.006562885246243062
713,abdomen,0.04334056892694766
714,abdomen,0.016552144173438966
715,abdomen,0.009859196156744975
716,abdomen,0.029981439284830647
717,abdomen,0.011731201734182337
718,abdomen,0.007112717437315034
719,abdomen,0.051558103517870116
720,abdomen,0.0203698892364153
721,abdomen,0.020183364816699686
722,abdomen,0.06635667138170456
723,abdomen,0.03841865453447434
724,abdomen,0.0017491007542872904
725,abdomen,0.009326299115847739
726,abdomen,0.03538387485398321
727,abdomen,0.022890686653998585
728,abdomen,0.06066010411870923
729,abdomen,0.052484545436043174
730,abdomen,0.07052386225463166
731,abdomen,0.010660465659780688
732,abdomen,0.017825034538560373
733,abdomen,0.03402674479284105
734,abdomen,0.03183455817359781
735,abdomen,0.028995265379014992
736,abdomen,0.019525317071368
737,abdomen,0.027374144587441505
738,abdomen,0.0033862796559533106
739,abdomen,0.02084953145834343
740,abdomen,0.027183624175890608
741,abdomen,0.01263131800151746
742,abdomen,0.03988717994993234
743,abdomen,0.015588287686083953
744,abdomen,0.030236254134598135
745,abdomen,0.079068520096164
746,abdomen,0.007027823748241142
747,abdomen,0.028539393037359126
748,abdomen,0.06545827659148058
749,abdomen,0.024263845499611525
750,abdomen,0.055526550030484456
751,abdomen,0.0286369651938428
752,abdomen,0.012161619106248717
753,abdomen,0.027163932888088525
754,abdomen,0.024379952503870185
755,abdomen,0.034102239388414564
756,abdomen,0.052431351920691
757,abdomen,0.038626469895308484
758,abdomen,0.062243940352153616
759,abdomen,0.03698674943636724
760,abdomen,0.05166340694937282
761,abdomen,0.05562355673880967
762,abdomen,0.04831874597794878
763,abdomen,0.029876305189556366
764,abdomen,0.013909649458399636
765,abdomen,0.03771102294366348
766,abdomen,0.03424468806236722
767,abdomen,0.05615446432631348
768,abdomen,0.07502039355430053
769,abdomen,0.0301170297040515
770,abdomen,0.08585289155250522
771,abdomen,0.0368573960254892
772,abdomen,0.03890436107256687
773,abdomen,0.03356787195524309
774,abdomen,0.07114278364141445
775,abdomen,0.03275151721451467
776,abdomen,0.06719029799130523
777,abdomen,0.01615729602174136
778,abdomen,0.007278498608362288
779,abdomen,0.03971581704610935
780,abdomen,0.034064931046647824
781,abdomen,0.012615730313147559
782,abdomen,0.021008687470486547
783,abdomen,0.045558391617975376
784,abdomen,0.0273687022563295
785,forelegL,0.027585677811951773
786,forelegL,0.012296616976318427
787,forelegL,
788,forelegL,0.05295520981655442
789,forelegL,0.010195077287582557
790,forelegL,0.13298522673314186
791,forelegL,0.02892397109889093
792,forelegL,1.5708591031866146
793,forelegL,0.0884636412044186
794,forelegL,
795,forelegL,0.05816742325151569
796,forelegL,
797,forelegL,0.06111673439885925
798,forelegL,1.0785421575084866
799,forelegL,0.02115779212154828
800,forelegL,0.06469842192981859
801,forelegL,0.00693895142602901
802,forelegL,0.026665306045059345
803,forelegL,0.03505372426607121
804,forelegL,0.88942296935897
805,forelegL,
806,forelegL,0.03742494769603611
807,forelegL,0.05177174862650679
808,forelegL,0.044519928386934825
809,forelegL,0.013770099706296774
810,forelegL,0.029984889956883788
811,forelegL,0.09606786859828072
812,forelegL,
813,forelegL,
814,forelegL,0.05168452137548551
815,forelegL,0.011854859320808944
816,forelegL,0.04401849403534544
817,forelegL,0.04066012883220466
818,forelegL,0.06695239572382815
819,forelegL,0.04947150834846614
820,forelegL,0.03143080814598932
821,forelegL,0.006116205997213735
822,forelegL,0.057323421219540864
823,forelegL,0.02005918224726004
824,forelegL,0.05065431628886528
825,forelegL,
826,forelegL,0.00798911712170794
827,forelegL,0.029687352338887914
828,forelegL,
829,forelegL,0.012015215634288392
830,forelegL,0.3751101325355046
831,forelegL,0.013408667280426532
832,forelegL,0.02070368603203659
833,forelegL,0.046243632816374794
834,forelegL,1.536194050716435
835,forelegL,0.013776845048352169
836,forelegL,0.03810966564923252
837,forelegL,
838,forelegL,0.6632823478311538
839,forelegL,0.019326617003318308
840,forelegL,0.023434733223026638
841,forelegL,0.06696420688675213
842,forelegL,0.014392571918264421
843,forelegL,0.016222263146741533
844,forelegL,0.03920778354271188
845,forelegL,
846,forelegL,0.02376659083987847
847,forelegL,0.015033834671663079
848,forelegL,0.00639391058128941
849,forelegL,0.03011100239767855
850,forelegL,0.051344752349044905
851,forelegL,0.029378086960743094
852,forelegL,0.02075001146390365
853,forelegL,0.5371724112714952
854,forelegL,0.06169881702386527
855,forelegL,0.0099629422615136
856,forelegL,
857,forelegL,0.01184336765223112
858,forelegL,
859,forelegL,0.04577086476532668
860,forelegL,0.032270285611411924
861,forelegL,0.018039438427685604
862,forelegL,0.05421669902277147
863,forelegL,0.01595516682363715
864,forelegL,0.017995537467598143
865,forelegL,0.9003364131838033
866,forelegL,0.38926478845223605
867,forelegL,0.023256175782378905
868,forelegL,0.005799290375807966
869,forelegL,0.02069274876638642
870,forelegL,0.03534807771200019
871,forelegL,0.0504096020356119
872,forelegL,0.03035056505978587
873,forelegL,0.04458711961327223
874,forelegL,0.42455996703524806
875,forelegL,0.029850110337419713
876,forelegL,0.034256047846870134
877,forelegL,
878,forelegL,0.018310162460267797
879,forelegL,0.027875918814847547
880,forelegL,0.03392419760132503
881,forelegL,0.028763103022348625
882,forelegL,0.06445965325766556
883,forelegL,0.006005552611108801
884,forelegL,0.028362231876288238
885,forelegL,0.030136662375767724
886,forelegL,0.020827586060198133
887,forelegL,
888,forelegL,0.041189649343211364
889,forelegL,0.013034491433720003
890,forelegL,1.1169471021863702
891,forelegL,
892,forelegL,0.03331693251311292
893,forelegL,
894,forelegL,0.030963636029477406
895,forelegL,0.0309701144932407
896,forelegL,
897,forelegL,0.04520066000896603
898,forelegL,
899,forelegL,0.008143076129512017
900,forelegL,0.013168614620236573
901,forelegL,0.016266359555450326
902,forelegL,0.031577231162467086
903,forelegL,0.40420874941865464
904,forelegL,0.06276301182174787
905,forelegL,
906,forelegL,0.023814249951545928
907,forelegL,0.29954485380734835
908,forelegL,0.046682386324632376
909,forelegL,0.018403278100323533
910,forelegL,0.03263416032588558
911,forelegL,
912,forelegL,0.02115779212154828
913,forelegL,0.06469842192981859
914,forelegL,0.00693895142602901
915,forelegL,0.026665306045059345
916,forelegL,0.013290562393634972
917,forelegL,0.03488333884003298
918,forelegL,0.02458322913874064
919,forelegL,
920,forelegL,0.033010608357948265
921,forelegL,
922,forelegL,0.03921715986209207
